rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
164	SLC4A1	solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)	2812	96	0	2	2	0	1	0	3	3	3	2.248079e-03	1	3.850000e-01	7.159086e-03	7.983219e-01
165	SLC22A14	solute carrier family 22, member 14	1823	23	0	0	3	0	0	0	3	3	3	8.969072e-04	1	6.560000e-01	7.190109e-03	7.983219e-01
166	BRD4	bromodomain containing 4	4178	10	0	1	3	0	0	1	4	4	4	9.000912e-04	1	7.300000e-01	7.212444e-03	7.983219e-01
167	FTSJ2	FtsJ homolog 2 (E. coli)	912	3	0	0	0	0	1	0	1	1	1	7.259680e-03	NaN	NaN	7.259680e-03	7.987387e-01
168	MYO5B	myosin VB	5703	0	0	0	4	1	0	0	5	5	4	6.067124e-02	1.480000e-02	9.734000e-01	7.367244e-03	8.057484e-01
169	PCOLCE2	procollagen C-endopeptidase enhancer 2	1280	18	0	0	0	0	1	0	1	1	1	7.453439e-03	NaN	NaN	7.453439e-03	8.103520e-01
170	LRP1B	low density lipoprotein-related protein 1B (deleted in tumors)	14160	1	0	0	5	1	2	0	8	7	7	1.068030e-01	9.000000e-03	6.719000e-01	7.639158e-03	8.256581e-01
171	WRN	Werner syndrome	5244	7	0	0	0	0	1	0	1	1	1	7.743554e-03	NaN	NaN	7.743554e-03	8.320472e-01
172	BFSP2	beaded filament structural protein 2, phakinin	1272	46	0	0	2	0	0	0	2	2	2	3.751577e-03	1	2.600000e-01	7.919297e-03	8.459835e-01
173	ALOXE3	arachidonate lipoxygenase 3	2592	33	1	0	1	1	0	1	3	3	3	1.010191e-03	1	8.180000e-01	7.978101e-03	8.473388e-01
174	SRD5A3	steroid 5 alpha-reductase 3	975	23	0	0	0	0	1	0	1	1	1	8.213665e-03	NaN	NaN	8.213665e-03	8.673442e-01
175	OR2M2	olfactory receptor, family 2, subfamily M, member 2	1042	30	0	0	0	2	0	0	2	2	1	5.223577e-02	3.150000e-02	3.600000e-01	8.358864e-03	8.725357e-01
176	TMPRSS2	transmembrane protease, serine 2	1648	40	0	0	2	0	0	0	2	2	2	2.829663e-03	1	3.740000e-01	8.405607e-03	8.725357e-01
177	PSMB3	proteasome (prosome, macropain) subunit, beta type, 3	642	12	0	0	2	0	0	0	2	2	1	1.195491e-02	7.500000e-02	3.790000e-01	8.429530e-03	8.725357e-01
178	PKP2	plakophilin 2	2698	9	0	1	5	0	0	0	5	4	4	1.458573e-02	5.900000e-02	1	8.452778e-03	8.725357e-01
179	HS2ST1	heparan sulfate 2-O-sulfotransferase 1	1183	8	0	0	0	1	0	0	1	1	1	8.535780e-03	NaN	NaN	8.535780e-03	8.758582e-01
180	TATDN1	TatD DNase domain containing 1	1042	9	0	0	0	0	1	0	1	1	1	8.580303e-03	NaN	NaN	8.580303e-03	8.758582e-01
181	HSD17B13	hydroxysteroid (17-beta) dehydrogenase 13	929	18	0	0	0	1	0	0	1	1	1	8.697979e-03	NaN	NaN	8.697979e-03	8.829650e-01
182	INCA1	inhibitor of CDK, cyclin A1 interacting protein 1	741	4	0	0	0	0	0	1	1	1	1	8.778413e-03	NaN	NaN	8.778413e-03	8.852505e-01
183	METTL10	methyltransferase like 10	903	218	0	0	3	0	0	0	3	2	2	6.293496e-02	1.800000e-02	1	8.816852e-03	8.852505e-01
184	KRT31	keratin 31	1277	7	0	0	1	0	1	0	2	2	2	1.033072e-02	1	9.000000e-02	8.910920e-03	8.897453e-01
185	SLFN13	schlafen family member 13	2710	1	0	0	0	0	0	1	1	1	1	8.958467e-03	NaN	NaN	8.958467e-03	8.897453e-01
186	SCUBE2	signal peptide, CUB domain, EGF-like 2	3177	15	0	0	2	0	0	0	2	2	1	1.194905e-01	1.000000e-02	9.989500e-01	9.236244e-03	9.122868e-01
187	CGRRF1	cell growth regulator with ring finger domain 1	1021	87	0	0	1	1	0	0	2	1	2	1.202113e-01	1.000000e-02	9.081000e-01	9.284730e-03	9.122868e-01
188	ATG2A	ATG2 autophagy related 2 homolog A (S. cerevisiae)	5977	22	1	1	4	0	0	0	4	4	3	1.131011e-01	9.800000e-03	9.922000e-01	9.414874e-03	9.180078e-01
189	C9orf117	chromosome 9 open reading frame 117	1599	40	0	0	2	0	0	0	2	2	2	6.154201e-02	1	1.500000e-02	9.477541e-03	9.180078e-01
190	PAH	phenylalanine hydroxylase	1407	13	0	1	4	0	0	0	4	3	4	1.580928e-02	6.700000e-02	9.960000e-01	9.492842e-03	9.180078e-01
191	KRT23	keratin 23 (histone deacetylase inducible)	1297	18	0	0	0	1	0	0	1	1	1	9.636213e-03	NaN	NaN	9.636213e-03	9.269936e-01
192	AP1S3	adaptor-related protein complex 1, sigma 3 subunit	481	196	0	0	2	1	0	0	3	3	3	9.801732e-03	NaN	NaN	9.801732e-03	9.335374e-01
193	DDA1	DET1 and DDB1 associated 1	325	58	0	0	0	1	1	0	2	2	2	4.654494e-03	1	1.090000e-01	9.805851e-03	9.335374e-01
194	ATP10B	ATPase, class V, type 10B	4474	17	0	0	3	0	0	0	3	3	3	1.761832e-02	1	5.400000e-02	9.963961e-03	9.437001e-01
195	LRRC46	leucine rich repeat containing 46	1041	19	0	0	1	0	1	0	2	2	2	1.318116e-03	1	6.490000e-01	1.005927e-02	9.458246e-01
196	EXOSC1	exosome component 1	618	8	0	0	1	0	0	0	1	1	1	1.014544e-02	NaN	NaN	1.014544e-02	9.458246e-01
197	PPP1R3A	protein phosphatase 1, regulatory (inhibitor) subunit 3A	3383	15	0	0	0	0	0	2	2	2	1	1.337928e-01	1.000000e-02	7.041500e-01	1.019051e-02	9.458246e-01
198	ANKRD36	ankyrin repeat domain 36	6126	85	1	0	2	0	0	0	2	2	2	9.697092e-03	1	1.000000e-01	1.019230e-02	9.458246e-01
199	FLG	filaggrin	12194	77	0	1	6	0	0	0	6	6	6	1.194132e-02	1	8.200000e-02	1.042377e-02	9.624442e-01
200	PHOX2A	paired-like homeobox 2a	863	17	0	0	0	0	0	1	1	1	1	1.060929e-02	NaN	NaN	1.060929e-02	9.732894e-01
201	TDRD10	tudor domain containing 10	1474	7	0	0	1	1	0	0	2	2	2	1.407213e-03	1	7.480000e-01	1.064717e-02	9.732894e-01
202	DACH1	dachshund homolog 1 (Drosophila)	2167	54	0	0	3	0	0	0	3	3	2	3.384778e-02	4.100000e-02	9.970000e-01	1.096312e-02	9.888314e-01
203	RTTN	rotatin	6875	8	0	1	0	1	0	2	3	3	3	1.458838e-03	1	7.090000e-01	1.098522e-02	9.888314e-01
204	FLT3	fms-related tyrosine kinase 3	3076	12	0	0	2	0	0	1	3	3	3	1.460363e-03	1	9.340000e-01	1.099518e-02	9.888314e-01
205	TMPRSS11E	transmembrane protease, serine 11E	1310	8	0	0	0	0	0	1	1	1	1	1.104887e-02	NaN	NaN	1.104887e-02	9.888314e-01
206	CHIC1	cysteine-rich hydrophobic domain 1	695	6	0	0	1	0	0	0	1	1	1	1.108628e-02	NaN	NaN	1.108628e-02	9.888314e-01
207	UBE4B	ubiquitination factor E4B (UFD2 homolog, yeast)	4017	0	0	0	0	0	1	0	1	1	1	1.120448e-02	NaN	NaN	1.120448e-02	9.945466e-01
208	NCALD	neurocalcin delta	594	0	0	0	0	2	0	0	2	2	2	1.504482e-03	1	6.290000e-01	1.128257e-02	9.964794e-01
209	CCT4	chaperonin containing TCP1, subunit 4 (delta)	1672	6	0	0	0	0	1	0	1	1	1	1.133472e-02	NaN	NaN	1.133472e-02	9.964794e-01
210	CHRM3	cholinergic receptor, muscarinic 3	1777	68	0	0	3	0	0	0	3	2	3	2.414839e-01	6.300000e-03	6.805000e-01	1.139210e-02	9.967544e-01
211	CDH17	cadherin 17, LI cadherin (liver-intestine)	2567	27	0	0	2	1	0	0	3	3	3	6.718201e-03	1	2.260000e-01	1.145955e-02	9.974463e-01
212	CARD6	caspase recruitment domain family, member 6	3124	14	0	0	4	0	0	0	4	4	4	1.304506e-02	1	1.180000e-01	1.150858e-02	9.974463e-01
213	PYGO1	pygopus homolog 1 (Drosophila)	1268	32	0	0	0	0	1	1	2	2	2	1.552710e-03	1	6.530000e-01	1.159525e-02	1
214	EHMT1	euchromatic histone-lysine N-methyltransferase 1	4050	27	1	0	8	0	0	0	8	7	8	4.926156e-03	1	1.740000e-01	1.181165e-02	1
215	USH2A	Usher syndrome 2A (autosomal recessive, mild)	15901	3	0	2	3	1	0	1	5	5	4	6.648898e-01	2.300000e-03	6.675000e-01	1.187294e-02	1
216	UNC5B	unc-5 homolog B (C. elegans)	2902	9	0	1	4	0	0	0	4	3	4	6.953833e-02	2.300000e-02	7.480000e-01	1.189642e-02	1
217	DENND2A	DENN/MADD domain containing 2A	3098	3	0	0	0	0	1	0	1	1	1	1.191880e-02	NaN	NaN	1.191880e-02	1
218	TMEM89	transmembrane protein 89	483	217	0	0	2	0	0	0	2	2	1	2.732334e-02	9.600000e-02	1.280000e-01	1.197811e-02	1
219	ASAH2B	N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2B	520	14	0	0	0	0	1	0	1	1	1	1.198784e-02	NaN	NaN	1.198784e-02	1
220	MTO1	mitochondrial translation optimization 1 homolog (S. cerevisiae)	2326	0	2	2	2	0	1	0	3	3	3	2.979491e-01	5.500000e-03	9.974000e-01	1.214921e-02	1
221	RPN1	ribophorin I	1862	47	0	0	0	0	1	0	1	1	1	1.217477e-02	NaN	NaN	1.217477e-02	1
222	LGALS12	lectin, galactoside-binding, soluble, 12 (galectin 12)	1046	9	0	0	0	0	0	1	1	1	1	1.224478e-02	NaN	NaN	1.224478e-02	1
223	SCN4A	sodium channel, voltage-gated, type IV, alpha subunit	5605	8	1	1	4	0	1	0	5	4	4	2.625788e-01	9.600000e-03	4.004000e-01	1.241668e-02	1
224	IGFN1	immunoglobulin-like and fibronectin type III domain containing 1	11219	54	0	1	6	0	0	0	6	5	6	1.696505e-03	1	9.920000e-01	1.251882e-02	1
225	EIF2B4	eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa	1797	14	0	0	2	0	0	0	2	2	2	2.752139e-02	1	4.500000e-02	1.258145e-02	1
226	HMCN1	hemicentin 1	17332	1	0	2	5	1	0	2	8	8	7	2.200038e-01	7.200000e-03	8.507000e-01	1.292289e-02	1
227	SLC36A2	solute carrier family 36 (proton/amino acid symporter), member 2	1488	19	0	0	2	0	0	0	2	2	2	1.264216e-02	1	1.080000e-01	1.306554e-02	1
228	SLC4A11	solute carrier family 4, sodium borate transporter, member 11	2969	40	0	1	4	0	0	0	4	4	4	8.109619e-03	1	2.080000e-01	1.307549e-02	1
229	CUL4B	cullin 4B	2837	4	0	0	1	0	0	0	1	1	1	1.316038e-02	NaN	NaN	1.316038e-02	1
230	ENO3	enolase 3 (beta, muscle)	1456	2	0	0	1	1	0	0	2	2	2	1.859523e-03	1	7.040000e-01	1.355116e-02	1
231	CMYA5	cardiomyopathy associated 5	12260	1	0	0	1	0	0	3	4	4	4	4.235275e-03	1	4.170000e-01	1.362951e-02	1
232	VPS13C	vacuolar protein sorting 13 homolog C (S. cerevisiae)	11626	2	0	0	4	1	0	0	5	5	4	6.128113e-02	2.700000e-02	2.510000e-01	1.418644e-02	1
233	AIFM3	apoptosis-inducing factor, mitochondrion-associated, 3	1912	8	0	0	2	0	0	0	2	2	2	1.884735e-02	1	2.100000e-02	1.429842e-02	1
234	CLUL1	clusterin-like 1 (retinal)	1437	43	0	0	1	0	0	0	1	1	1	1.432198e-02	NaN	NaN	1.432198e-02	1
235	VSIG8	V-set and immunoglobulin domain containing 8	1269	83	0	0	4	0	0	0	4	3	4	3.923151e-03	1	3.840000e-01	1.433665e-02	1
236	UCHL1	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	706	18	0	0	0	0	1	0	1	1	1	1.442009e-02	NaN	NaN	1.442009e-02	1
237	B4GALT2	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2	1564	10	0	0	2	0	1	0	3	3	3	2.039821e-03	1	1.540000e-01	1.467630e-02	1
238	GIMAP6	GTPase, IMAP family member 6	885	3	0	0	3	0	0	0	3	2	2	7.894307e-02	1.800000e-02	8.880000e-01	1.475492e-02	1
239	RAD51AP2	RAD51 associated protein 2	3492	29	0	0	2	0	0	0	2	2	2	1.810645e-01	1	1.000000e-02	1.482677e-02	1
240	PHF2	PHD finger protein 2	3375	35	1	0	2	0	0	0	2	2	2	2.068034e-01	1.000000e-02	3.782500e-01	1.485088e-02	1
241	C19orf71	chromosome 19 open reading frame 71	647	14	0	0	0	0	0	1	1	1	1	1.489399e-02	NaN	NaN	1.489399e-02	1
242	TC2N	tandem C2 domains, nuclear	1672	3	0	0	0	0	1	0	1	1	1	1.491167e-02	NaN	NaN	1.491167e-02	1
243	P2RY13	purinergic receptor P2Y, G-protein coupled, 13	1071	25	0	0	0	0	0	1	1	1	1	1.493058e-02	NaN	NaN	1.493058e-02	1
244	SAMHD1	SAM domain and HD domain 1	1945	36	0	0	0	1	0	1	2	2	2	5.816669e-03	1	3.270000e-01	1.504709e-02	1
245	ARHGEF2	rho/rac guanine nucleotide exchange factor (GEF) 2	3045	3	0	0	2	1	0	0	3	3	3	6.797141e-03	1	3.040000e-01	1.505017e-02	1
246	COPS3	COP9 constitutive photomorphogenic homolog subunit 3 (Arabidopsis)	1318	53	1	0	0	1	0	0	1	1	1	1.547883e-02	NaN	NaN	1.547883e-02	1
247	FUS	fusion (involved in t(12;16) in malignant liposarcoma)	1637	2	15	1	1	0	0	2	3	3	2	6.424743e-01	7.700000e-03	5.812000e-01	1.556702e-02	1
248	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	3426	9	0	0	0	1	0	0	1	1	1	1.579118e-02	NaN	NaN	1.579118e-02	1
249	SMG5	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)	3725	11	0	0	2	0	0	0	2	2	2	1.836005e-02	1	7.800000e-02	1.613016e-02	1
250	MAP6D1	MAP6 domain containing 1	610	5	0	0	1	0	0	0	1	1	1	1.618697e-02	NaN	NaN	1.618697e-02	1
251	FAT4	FAT tumor suppressor homolog 4 (Drosophila)	15010	4	0	1	2	2	0	1	5	5	5	2.297129e-03	1	9.350000e-01	1.625470e-02	1
252	CRYBA4	crystallin, beta A4	611	9	0	0	2	0	0	0	2	2	2	3.844923e-02	1	5.700000e-02	1.631438e-02	1
253	COL1A2	collagen, type I, alpha 2	4305	6	0	1	2	0	3	0	5	5	5	2.308495e-03	1	5.020000e-01	1.632373e-02	1
254	SLC19A3	solute carrier family 19, member 3	1511	2	0	0	0	0	1	0	1	1	1	1.639965e-02	NaN	NaN	1.639965e-02	1
255	FMN1	formin 1	3655	8	2	0	1	0	1	1	3	3	3	1.392112e-02	1	8.600000e-02	1.642284e-02	1
256	SLC6A3	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	1919	40	0	2	2	0	1	0	3	3	3	9.306116e-03	1	1.900000e-01	1.648956e-02	1
257	PXN	paxillin	1820	11	0	0	0	1	1	0	2	2	2	2.416730e-03	1	4.960000e-01	1.697835e-02	1
258	NPTXR	neuronal pentraxin receptor	1519	30	0	0	2	0	0	0	2	2	2	1.159715e-02	1	1.990000e-01	1.716054e-02	1
259	DSCAML1	Down syndrome cell adhesion molecule like 1	6472	4	0	0	1	0	1	1	3	3	3	2.449307e-03	1	8.370000e-01	1.717442e-02	1
260	TMEM41A	transmembrane protein 41A	813	56	0	0	1	0	0	0	1	1	1	1.746135e-02	NaN	NaN	1.746135e-02	1
261	OTUD3	OTU domain containing 3	1225	25	0	0	1	0	0	0	1	1	1	1.755655e-02	NaN	NaN	1.755655e-02	1
262	F13A1	coagulation factor XIII, A1 polypeptide	2255	5	0	0	1	1	0	1	3	3	3	2.527025e-03	1	6.790000e-01	1.764043e-02	1
263	POC1B	POC1 centriolar protein homolog B (Chlamydomonas)	3204	1	0	0	0	0	1	0	1	1	1	1.788129e-02	NaN	NaN	1.788129e-02	1
264	HES7	hairy and enhancer of split 7 (Drosophila)	707	26	0	0	0	0	0	1	1	1	1	1.849220e-02	NaN	NaN	1.849220e-02	1
265	CHUK	conserved helix-loop-helix ubiquitous kinase	2320	10	0	0	2	0	0	0	2	1	2	2.673123e-01	1.000000e-02	1.393667e-01	1.851006e-02	1
266	RFC1	replication factor C (activator 1) 1, 145kDa	3540	16	0	0	1	1	0	1	3	2	3	2.677273e-03	1	9.790000e-01	1.853465e-02	1
267	ACOX1	acyl-Coenzyme A oxidase 1, palmitoyl	2204	7	0	0	1	1	0	0	2	2	2	2.680111e-03	1	9.140000e-01	1.855146e-02	1
268	ABCC6	ATP-binding cassette, sub-family C (CFTR/MRP), member 6	4713	100	1	2	3	0	0	0	3	3	3	6.940813e-02	1	2.000000e-02	1.871006e-02	1
269	ATR	ataxia telangiectasia and Rad3 related	8119	4	0	0	0	0	1	0	1	1	1	1.893029e-02	NaN	NaN	1.893029e-02	1
270	ZNF334	zinc finger protein 334	2059	1	0	1	0	0	0	2	2	2	2	2.748833e-03	1	7.780000e-01	1.895755e-02	1
271	ASPN	asporin	1171	15	0	0	0	0	0	1	1	1	1	1.908986e-02	NaN	NaN	1.908986e-02	1
272	CASP3	caspase 3, apoptosis-related cysteine peptidase	858	10	0	0	0	0	0	1	1	1	1	1.934331e-02	NaN	NaN	1.934331e-02	1
273	MAP3K7	mitogen-activated protein kinase kinase kinase 7	1885	24	0	0	1	0	0	0	1	1	1	1.952176e-02	NaN	NaN	1.952176e-02	1
274	CELSR2	cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)	8906	27	0	1	5	0	0	1	6	5	6	4.181039e-02	1	2.200000e-02	1.975666e-02	1
275	FAM118B	family with sequence similarity 118, member B	1655	1	0	0	0	0	0	1	1	1	1	2.013342e-02	NaN	NaN	2.013342e-02	1
276	INPP5J	inositol polyphosphate-5-phosphatase J	1967	29	0	2	1	0	0	1	2	2	2	2.027814e-02	NaN	NaN	2.027814e-02	1
277	TULP2	tubby like protein 2	1750	9	0	0	1	0	0	1	2	2	2	2.526895e-02	1	1.000000e-01	2.032128e-02	1
278	CDK12	cyclin-dependent kinase 12	4525	3	0	0	2	1	0	0	3	2	3	1.052938e-01	1	1.280000e-02	2.037133e-02	1
279	KIF5A	kinesin family member 5A	3211	10	0	0	0	1	0	0	1	1	1	2.054229e-02	NaN	NaN	2.054229e-02	1
280	OXER1	oxoeicosanoid (OXE) receptor 1	1274	186	0	0	0	1	0	1	2	2	2	2.054936e-02	NaN	NaN	2.054936e-02	1
281	POLR1A	polymerase (RNA) I polypeptide A, 194kDa	5488	2	0	0	1	0	0	1	2	2	2	2.130790e-02	1	1.100000e-01	2.057674e-02	1
282	KIF5C	kinesin family member 5C	2896	20	0	0	0	0	1	0	1	1	1	2.070623e-02	NaN	NaN	2.070623e-02	1
283	MYSM1	myb-like, SWIRM and MPN domains 1	2567	33	0	0	0	0	0	1	1	1	1	2.083261e-02	NaN	NaN	2.083261e-02	1
284	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	3850	9	0	1	2	0	0	0	2	2	2	3.097146e-01	1.000000e-02	8.257000e-01	2.099021e-02	1
285	COL5A2	collagen, type V, alpha 2	4712	4	0	0	2	0	1	0	3	3	3	2.723193e-02	1	1.010000e-01	2.103234e-02	1
286	DDX59	DEAD (Asp-Glu-Ala-Asp) box polypeptide 59	1888	10	0	0	0	0	0	1	1	1	1	2.110292e-02	NaN	NaN	2.110292e-02	1
287	RGL4	ral guanine nucleotide dissociation stimulator-like 4	1462	1	1	0	0	0	0	1	1	1	1	2.111877e-02	NaN	NaN	2.111877e-02	1
288	OR10J5	olfactory receptor, family 10, subfamily J, member 5	928	8	0	1	2	0	0	0	2	1	2	3.121613e-01	1.000000e-02	5.290000e-01	2.113147e-02	1
289	ZNF7	zinc finger protein 7	2079	4	0	0	0	0	0	1	1	1	1	2.128081e-02	NaN	NaN	2.128081e-02	1
290	CHGB	chromogranin B (secretogranin 1)	2050	66	0	0	1	1	0	1	3	3	3	3.212369e-03	1	8.200000e-01	2.165377e-02	1
291	MUC7	mucin 7, secreted	1142	4	0	0	0	0	0	1	1	1	1	2.177050e-02	NaN	NaN	2.177050e-02	1
292	APLF	aprataxin and PNKP like factor	1802	4	0	0	0	1	0	0	1	1	1	2.184968e-02	NaN	NaN	2.184968e-02	1
293	FOXRED2	FAD-dependent oxidoreductase domain containing 2	2086	7	0	0	0	0	0	1	1	1	1	2.185962e-02	NaN	NaN	2.185962e-02	1
294	CLEC4G	C-type lectin superfamily 4, member G	916	28	0	0	2	0	0	0	2	2	2	3.249270e-03	1	7.320000e-01	2.186540e-02	1
295	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	3926	5	0	0	2	0	0	0	2	2	1	1.588933e-01	2.060000e-02	1.312000e-01	2.200242e-02	1
296	COL4A3BP	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	2335	0	0	0	0	0	0	1	1	1	1	2.211611e-02	NaN	NaN	2.211611e-02	1
297	CARM1	coactivator-associated arginine methyltransferase 1	1887	6	0	0	2	0	0	0	2	2	2	2.921831e-02	1	9.800000e-02	2.216518e-02	1
298	PA2G4	proliferation-associated 2G4, 38kDa	1807	18	0	0	0	0	1	0	1	1	1	2.229907e-02	NaN	NaN	2.229907e-02	1
299	SLC2A10	solute carrier family 2 (facilitated glucose transporter), member 10	1644	31	0	0	1	0	1	0	2	2	2	7.758797e-03	1	1.810000e-01	2.249542e-02	1
300	STAR	steroidogenic acute regulatory protein	882	4	0	0	0	0	1	0	1	1	1	2.290220e-02	NaN	NaN	2.290220e-02	1
301	FAM71E1	family with sequence similarity 71, member E1	782	94	0	0	1	0	1	0	2	2	2	1.525486e-02	1	1.990000e-01	2.290922e-02	1
302	ZNF827	zinc finger protein 827	3288	1	1	3	0	0	2	0	2	2	1	1.721703e-01	2.000000e-02	8.530000e-01	2.297198e-02	1
303	DDRGK1	DDRGK domain containing 1	979	3	0	0	0	1	0	0	1	1	1	2.302115e-02	NaN	NaN	2.302115e-02	1
304	XPO5	exportin 5	3744	5	0	0	0	0	2	0	2	2	2	3.454889e-03	1	3.270000e-01	2.303708e-02	1
305	ZNF776	zinc finger protein 776	1565	31	0	0	2	0	0	0	2	2	1	3.458333e-01	1.000000e-02	6.333000e-01	2.305659e-02	1
306	COX11	COX11 homolog, cytochrome c oxidase assembly protein (yeast)	915	15	0	0	0	1	0	0	1	1	1	2.314815e-02	NaN	NaN	2.314815e-02	1
307	GSC	goosecoid homeobox	782	4	0	0	1	0	0	0	1	1	1	2.323404e-02	NaN	NaN	2.323404e-02	1
308	GALNT3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3)	1939	4	0	0	0	1	0	0	1	1	1	2.329080e-02	NaN	NaN	2.329080e-02	1
309	GTF2F1	general transcription factor IIF, polypeptide 1, 74kDa	1602	81	1	0	2	1	0	0	3	3	3	3.518416e-03	1	9.370000e-01	2.339657e-02	1
310	RBM42	RNA binding motif protein 42	1481	0	0	0	0	0	0	1	1	1	1	2.341464e-02	NaN	NaN	2.341464e-02	1
311	HIF3A	hypoxia inducible factor 3, alpha subunit	2092	11	0	0	3	0	0	0	3	3	3	1.539703e-01	1	1.500000e-02	2.352588e-02	1
312	CASC4	cancer susceptibility candidate 4	1347	34	0	0	1	0	0	0	1	1	1	2.363580e-02	NaN	NaN	2.363580e-02	1
313	KPRP	keratinocyte proline-rich protein	1744	26	0	0	2	0	0	0	2	2	2	6.368604e-02	1	5.600000e-02	2.366744e-02	1
314	DMC1	DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination (yeast)	1075	0	0	0	0	0	0	1	1	1	1	2.368693e-02	NaN	NaN	2.368693e-02	1
315	WIPI1	WD repeat domain, phosphoinositide interacting 1	1391	6	0	0	1	0	0	0	1	1	1	2.388397e-02	NaN	NaN	2.388397e-02	1
316	MORN5	MORN repeat containing 5	559	20	0	0	1	0	0	0	1	1	1	2.399165e-02	NaN	NaN	2.399165e-02	1
317	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	1373	53	0	0	1	0	1	0	2	2	2	3.658731e-03	1	8.390000e-01	2.418655e-02	1
318	TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	2472	4	0	0	0	1	0	0	1	1	1	2.428695e-02	NaN	NaN	2.428695e-02	1
319	ZNF703	zinc finger protein 703	1777	4	0	0	1	0	0	0	1	1	1	2.438609e-02	NaN	NaN	2.438609e-02	1
320	HMBOX1	homeobox containing 1	1314	43	0	0	1	0	0	0	1	1	1	2.465223e-02	NaN	NaN	2.465223e-02	1
321	ATP6V0B	ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b	1028	10	0	0	0	0	1	0	1	1	1	2.471891e-02	NaN	NaN	2.471891e-02	1
322	NDUFA12	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12	454	29	0	0	0	0	1	0	1	1	1	2.474623e-02	NaN	NaN	2.474623e-02	1
323	USP40	ubiquitin specific peptidase 40	3792	1	0	0	1	0	1	0	2	2	2	3.796879e-03	1	9.350000e-01	2.495907e-02	1
324	C11orf52	chromosome 11 open reading frame 52	386	14	0	0	0	0	0	1	1	1	1	2.508864e-02	NaN	NaN	2.508864e-02	1
325	N4BP2L2	NEDD4 binding protein 2-like 2	3633	27	0	0	1	0	0	0	1	1	1	2.526102e-02	NaN	NaN	2.526102e-02	1
326	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1	1496	5	0	0	0	1	0	0	1	1	1	2.529883e-02	NaN	NaN	2.529883e-02	1
327	AKAP13	A kinase (PRKA) anchor protein 13	8656	1	0	0	0	0	1	1	2	2	2	3.875883e-03	1	3.820000e-01	2.539859e-02	1
328	DNHD1	dynein heavy chain domain 1	14431	20	0	0	5	1	0	0	6	6	6	3.954977e-03	1	6.230000e-01	2.583699e-02	1
329	USP21	ubiquitin specific peptidase 21	2149	5	0	0	1	1	0	0	2	2	2	3.982292e-03	1	8.290000e-01	2.598803e-02	1
330	STRN4	striatin, calmodulin binding protein 4	2358	73	0	1	2	1	0	0	3	3	3	4.008319e-03	1	9.580000e-01	2.613177e-02	1
331	COMMD8	COMM domain containing 8	570	22	0	0	0	1	0	0	1	1	1	2.622612e-02	NaN	NaN	2.622612e-02	1
332	ALPK3	alpha-kinase 3	5776	10	0	1	0	1	0	0	1	1	1	2.645745e-02	NaN	NaN	2.645745e-02	1
333	PLK1	polo-like kinase 1 (Drosophila)	1850	138	1	0	2	0	1	0	3	3	3	4.103777e-03	1	9.820000e-01	2.665751e-02	1
334	ZNF701	zinc finger protein 701	1612	0	0	7	4	0	0	0	4	4	3	9.862359e-01	1.500000e-02	9.200000e-02	2.686845e-02	1
335	CENPF	centromere protein F, 350/400ka (mitosin)	9421	0	0	0	0	0	0	2	2	2	2	6.223283e-03	1	6.240000e-01	2.688225e-02	1
336	KDM1B	lysine (K)-specific demethylase 1B	1837	9	0	0	1	0	0	0	1	1	1	2.698989e-02	NaN	NaN	2.698989e-02	1
337	TNNT2	troponin T type 2 (cardiac)	979	12	1	0	2	0	0	1	3	2	3	4.750773e-02	1	5.400000e-02	2.707944e-02	1
338	UPK3A	uroplakin 3A	886	11	0	0	0	0	0	1	1	1	1	2.726669e-02	NaN	NaN	2.726669e-02	1
339	CPOX	coproporphyrinogen oxidase	1389	25	0	1	1	0	1	0	2	2	2	8.751089e-03	1	4.650000e-01	2.771378e-02	1
